case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_001299,UNSEEN_CUST_00599,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9718485414010556,40380.04449610769,2.0,40378.04449610769
CASE_001300,UNSEEN_CUST_00601,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8097241201855819,17830.667641647036,5.0,17825.667641647036
CASE_001301,UNSEEN_CUST_00601,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8097241201855819,9166.368541184054,5.0,9161.368541184054
CASE_001302,UNSEEN_CUST_00603,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8242056191888433,30746.751604210232,5.0,30741.751604210232
CASE_001303,UNSEEN_CUST_00604,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8338197067942507,16988.25104442313,5.0,16983.25104442313
CASE_001304,UNSEEN_CUST_00604,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9061388892488428,36326.67312331926,5.0,36321.67312331926
CASE_001305,UNSEEN_CUST_00604,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.917690237043458,6555.49267761283,5.0,6550.49267761283
CASE_001306,UNSEEN_CUST_00605,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9143296803128604,86038.75207612509,5.0,86033.75207612509
CASE_001307,UNSEEN_CUST_00606,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7445852591027393,27460.4085976453,5.0,27455.4085976453
CASE_001308,UNSEEN_CUST_00607,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.815044045696473,1854.290407483132,5.0,1849.290407483132
CASE_001309,UNSEEN_CUST_00607,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7505015408927922,22940.02522932972,5.0,22935.02522932972
CASE_001310,UNSEEN_CUST_00607,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9832503085987696,10511.761896676982,2.0,10509.761896676982
CASE_001311,UNSEEN_CUST_00607,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7971270836502331,9511.671098031387,5.0,9506.671098031387
CASE_001312,UNSEEN_CUST_00608,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8189066777395074,9443.91023596243,5.0,9438.91023596243
CASE_001313,UNSEEN_CUST_00609,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9832885140035252,23480.870717093345,2.0,23478.870717093345
CASE_001314,UNSEEN_CUST_00611,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9873421034498002,4512.508855922829,2.0,4510.508855922829
CASE_001315,UNSEEN_CUST_00611,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6265699956222643,25581.47446726669,5.0,25576.47446726669
CASE_001316,UNSEEN_CUST_00611,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6880856441527105,16553.819929040637,5.0,16548.819929040637
CASE_001317,UNSEEN_CUST_00611,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6880856441527105,16354.17876024617,5.0,16349.17876024617
CASE_001318,UNSEEN_CUST_00611,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.962285219983038,14092.590063833994,2.0,14090.590063833994
CASE_001319,UNSEEN_CUST_00612,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9016043137735154,5966.889476898226,5.0,5961.889476898226
CASE_001320,UNSEEN_CUST_00614,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8121890325235215,10630.62854023582,5.0,10625.62854023582
CASE_001321,UNSEEN_CUST_00615,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8981931313245995,3501.839452683096,5.0,3496.839452683096
CASE_001322,UNSEEN_CUST_00616,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7785421715073702,4269.229422521245,5.0,4264.229422521245
CASE_001323,UNSEEN_CUST_00617,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.887318635000356,29521.215211070743,5.0,29516.215211070743
CASE_001324,UNSEEN_CUST_00617,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.8676886502244427,14932.904316589656,25.0,14907.904316589656
CASE_001325,UNSEEN_CUST_00618,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9756903843049676,40338.67005539697,2.0,40336.67005539697
CASE_001326,UNSEEN_CUST_00618,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9890813233764958,15685.830816614613,2.0,15683.830816614613
CASE_001327,UNSEEN_CUST_00618,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6818410737310767,29163.917776358467,5.0,29158.917776358467
CASE_001328,UNSEEN_CUST_00619,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6224223012486477,8783.088232041842,5.0,8778.088232041842
CASE_001329,UNSEEN_CUST_00620,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.994329783680956,10886.011961419636,2.0,10884.011961419636
CASE_001330,UNSEEN_CUST_00620,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7999840943981886,34248.60705557844,5.0,34243.60705557844
CASE_001331,UNSEEN_CUST_00620,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7704082758263862,20073.0415552358,5.0,20068.0415552358
CASE_001332,UNSEEN_CUST_00621,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8088771339733193,19414.887366453782,5.0,19409.887366453782
CASE_001333,UNSEEN_CUST_00621,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.981228973090742,114636.3235027794,2.0,114634.3235027794
CASE_001334,UNSEEN_CUST_00622,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8566911521951771,128307.13074513992,5.0,128302.13074513992
CASE_001335,UNSEEN_CUST_00622,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9200809159521176,8185.913905180193,5.0,8180.913905180193
CASE_001336,UNSEEN_CUST_00622,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9855648657595764,73959.22187181705,2.0,73957.22187181705
CASE_001337,UNSEEN_CUST_00624,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7556222035841249,8721.655941539224,5.0,8716.655941539224
